country,glacier_name,glacier_id,year,lower_elevation,upper_elevation,area,winter_balance,winter_balance_unc,summer_balance,summer_balance_unc,annual_balance,annual_balance_unc,remarks
CH,ALLALIN,394,1964,4100,4188,73750,0.662,,-0.021,,0.641,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2404,2500,13130,0.916,,-3.588,,-2.672,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2500,2600,51870,0.91,,-3.387,,-2.477,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2600,2700,96880,0.918,,-3.044,,-2.126,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2700,2800,180630,0.927,,-2.683,,-1.756,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2800,2900,628130,0.936,,-2.377,,-1.441,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,2900,3000,618130,0.944,,-1.778,,-0.834,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3000,3100,784380,0.955,,-1.483,,-0.528,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3100,3200,788120,0.964,,-1.263,,-0.299,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3200,3300,1566880,0.964,,-1.169,,-0.205,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3300,3400,1163130,0.977,,-0.768,,0.209,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3400,3500,1111250,0.971,,-0.434,,0.537,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3500,3600,840000,0.939,,-0.151,,0.788,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3600,3700,723130,0.87,,-0.019,,0.851,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3700,3800,466250,0.794,,0.118,,0.912,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3800,3900,432500,0.72,,0.152,,0.872,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,3900,4000,281250,0.662,,0.211,,0.873,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,4000,4100,184380,0.583,,0.244,,0.827,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1965,4100,4188,73120,0.506,,0.229,,0.735,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2403,2500,12500,1.06,,-2.978,,-1.918,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2500,2600,51870,1.092,,-2.823,,-1.731,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2600,2700,96250,1.136,,-2.533,,-1.397,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2700,2800,181880,1.178,,-2.203,,-1.025,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2800,2900,627500,1.163,,-1.879,,-0.716,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,2900,3000,618130,1.209,,-1.338,,-0.129,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3000,3100,786870,1.272,,-1.247,,0.025,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3100,3200,785630,1.298,,-1.295,,0.003,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3200,3300,1575000,1.317,,-1.542,,-0.225,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3300,3400,1158750,1.338,,-1.561,,-0.223,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3400,3500,1106250,1.358,,-0.743,,0.615,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3500,3600,840620,1.33,,-0.372,,0.958,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3600,3700,723750,1.241,,-0.249,,0.992,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3700,3800,466250,1.138,,-0.13,,1.008,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3800,3900,431250,1.036,,-0.09,,0.946,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,3900,4000,281250,0.955,,-0.034,,0.921,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,4000,4100,185000,0.84,,0.003,,0.843,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1966,4100,4188,72500,0.73,,0,,0.73,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2466,2500,6880,0.905,,-2.572,,-1.667,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2500,2600,50630,0.918,,-2.384,,-1.466,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2600,2700,95630,0.944,,-2.186,,-1.242,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2700,2800,183750,0.974,,-1.995,,-1.021,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2800,2900,623130,0.997,,-2.218,,-1.221,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,2900,3000,623750,1.041,,-1.973,,-0.932,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3000,3100,790630,1.105,,-1.486,,-0.381,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3100,3200,776250,1.139,,-1.121,,0.018,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3200,3300,1573130,1.16,,-0.802,,0.358,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3300,3400,1167500,1.197,,-0.315,,0.882,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3400,3500,1103750,1.205,,-0.403,,0.802,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3500,3600,841250,1.167,,-0.273,,0.894,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3600,3700,723130,1.082,,-0.176,,0.906,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3700,3800,466250,0.987,,-0.066,,0.921,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3800,3900,429380,0.896,,-0.046,,0.85,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,3900,4000,282500,0.824,,0.005,,0.829,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,4000,4100,184380,0.725,,0.039,,0.764,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1967,4100,4188,72500,0.63,,0.035,,0.665,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2204,2300,3130,0.362,,-4.754,,-4.392,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2300,2400,6250,0.445,,-3.841,,-3.396,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2400,2500,10000,0.499,,-2.957,,-2.458,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2500,2600,53750,0.515,,-2.654,,-2.139,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2600,2700,96880,0.536,,-2.293,,-1.757,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2700,2800,187500,0.563,,-1.906,,-1.343,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2800,2900,625000,0.571,,-1.823,,-1.252,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,2900,3000,637500,0.591,,-1.395,,-0.804,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3000,3100,793120,0.629,,-1.029,,-0.4,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3100,3200,775000,0.656,,-0.886,,-0.23,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3200,3300,1569380,0.673,,-0.698,,-0.025,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3300,3400,1151880,0.692,,-0.301,,0.391,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3400,3500,1125630,0.707,,-0.027,,0.68,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3500,3600,891870,0.694,,0.143,,0.837,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3600,3700,736250,0.652,,0.212,,0.864,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3700,3800,453130,0.6,,0.269,,0.869,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3800,3900,378750,0.547,,0.262,,0.809,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,3900,4000,250620,0.508,,0.267,,0.775,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,4000,4100,162500,0.45,,0.232,,0.682,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1968,4100,4178,61250,0.392,,0.186,,0.578,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2208,2300,5000,0.858,,-4.517,,-3.659,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2300,2400,8130,1.034,,-3.974,,-2.94,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2400,2500,11250,1.269,,-2.73,,-1.461,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2500,2600,54380,1.337,,-2.6,,-1.263,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2600,2700,98130,1.408,,-2.267,,-0.859,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2700,2800,185630,1.467,,-1.927,,-0.46,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2800,2900,624380,1.484,,-1.858,,-0.374,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,2900,3000,633750,1.503,,-1.513,,-0.01,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3000,3100,795630,1.54,,-1.406,,0.134,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3100,3200,778120,1.561,,-1.372,,0.189,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3200,3300,1561870,1.572,,-1.229,,0.343,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3300,3400,1155620,1.585,,-0.77,,0.815,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3400,3500,1128750,1.593,,-0.456,,1.137,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3500,3600,892500,1.543,,-0.246,,1.297,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3600,3700,735620,1.436,,-0.161,,1.275,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3700,3800,452500,1.313,,-0.051,,1.262,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3800,3900,378750,1.192,,-0.021,,1.171,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,3900,4000,252500,1.103,,0.032,,1.135,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,4000,4100,161250,0.975,,0.055,,1.03,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1969,4100,4178,62500,0.851,,0.046,,0.897,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2211,2300,8130,1.049,,-4.88,,-3.831,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2300,2400,10000,1.085,,-4.539,,-3.454,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2400,2500,12500,1.109,,-3.308,,-2.199,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2500,2600,56880,1.105,,-3.284,,-2.179,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2600,2700,97500,1.112,,-3.1,,-1.988,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2700,2800,186250,1.119,,-2.86,,-1.741,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2800,2900,621870,1.127,,-3.054,,-1.927,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,2900,3000,636250,1.123,,-2.65,,-1.527,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3000,3100,791250,1.133,,-1.902,,-0.769,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3100,3200,783750,1.137,,-1.252,,-0.115,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3200,3300,1551250,1.138,,-1.08,,0.058,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3300,3400,1165620,1.141,,-1.025,,0.116,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3400,3500,1128130,1.141,,-0.872,,0.269,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3500,3600,893750,1.1,,-0.634,,0.466,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3600,3700,738130,1.021,,-0.505,,0.516,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3700,3800,450000,0.932,,-0.357,,0.575,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3800,3900,378120,0.846,,-0.292,,0.554,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,3900,4000,253120,0.782,,-0.217,,0.565,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,4000,4100,161250,0.69,,-0.161,,0.529,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1970,4100,4179,63130,0.602,,-0.139,,0.463,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2215,2300,8750,0.025,,-4.274,,-4.249,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2300,2400,13130,0.182,,-3.807,,-3.625,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2400,2500,13750,0.394,,-2.876,,-2.482,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2500,2600,57500,0.454,,-2.875,,-2.421,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2600,2700,97500,0.529,,-2.69,,-2.161,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2700,2800,185630,0.603,,-2.448,,-1.845,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2800,2900,620000,0.667,,-2.505,,-1.838,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,2900,3000,640630,0.761,,-2.122,,-1.361,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3000,3100,793750,0.879,,-1.644,,-0.765,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3100,3200,783120,0.973,,-1.272,,-0.299,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3200,3300,1546250,1.056,,-1.134,,-0.078,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3300,3400,1171880,1.115,,-0.926,,0.189,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3400,3500,1130000,1.155,,-0.726,,0.429,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3500,3600,895000,1.13,,-0.534,,0.596,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3600,3700,736250,1.054,,-0.44,,0.614,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3700,3800,449380,0.965,,-0.317,,0.648,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3800,3900,375620,0.877,,-0.284,,0.593,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,3900,4000,255620,0.812,,-0.233,,0.579,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,4000,4100,160620,0.716,,-0.199,,0.517,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1971,4100,4179,64380,0.626,,-0.189,,0.437,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2218,2300,10630,0.954,,-3.937,,-2.983,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2300,2400,16880,0.996,,-3.443,,-2.447,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2400,2500,14380,1.041,,-2.387,,-1.346,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2500,2600,59370,1.054,,-2.29,,-1.236,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2600,2700,97500,1.07,,-2.063,,-0.993,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2700,2800,184380,1.086,,-1.776,,-0.69,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2800,2900,616250,1.102,,-1.722,,-0.62,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,2900,3000,645630,1.105,,-1.427,,-0.322,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3000,3100,793120,1.126,,-1.31,,-0.184,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3100,3200,781250,1.139,,-1.301,,-0.162,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3200,3300,1545630,1.148,,-1.13,,0.018,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3300,3400,1178130,1.157,,-0.646,,0.511,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3400,3500,1128130,1.163,,-0.336,,0.827,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3500,3600,896870,1.122,,-0.162,,0.96,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3600,3700,736870,1.042,,-0.082,,0.96,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3700,3800,446250,0.952,,0.009,,0.961,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3800,3900,377500,0.864,,0.036,,0.9,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,3900,4000,257500,0.798,,0.069,,0.867,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,4000,4100,160000,0.704,,0.077,,0.781,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1972,4100,4180,64380,0.614,,0.064,,0.678,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2222,2300,11880,0.214,,-5.718,,-5.504,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2300,2400,21870,0.324,,-5.273,,-4.949,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2400,2500,16880,0.507,,-3.936,,-3.429,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2500,2600,60000,0.564,,-3.949,,-3.385,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2600,2700,98130,0.631,,-3.656,,-3.025,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2700,2800,185000,0.694,,-3.244,,-2.55,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2800,2900,615000,0.725,,-3.219,,-2.494,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,2900,3000,646870,0.76,,-2.637,,-1.877,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3000,3100,792500,0.814,,-1.935,,-1.121,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3100,3200,783750,0.848,,-1.382,,-0.534,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3200,3300,1543130,0.873,,-1.08,,-0.207,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3300,3400,1181250,0.896,,-0.737,,0.159,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3400,3500,1128750,0.911,,-0.435,,0.476,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3500,3600,899380,0.89,,-0.195,,0.695,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3600,3700,738130,0.832,,-0.08,,0.752,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3700,3800,446250,0.763,,0.053,,0.816,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3800,3900,375000,0.695,,0.091,,0.786,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,3900,4000,259380,0.643,,0.141,,0.784,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,4000,4100,160620,0.567,,0.169,,0.736,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1973,4100,4180,64380,0.495,,0.155,,0.65,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2225,2300,13750,0.84,,-4.12,,-3.28,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2300,2400,28750,0.933,,-3.718,,-2.785,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2400,2500,20630,1.075,,-2.612,,-1.537,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2500,2600,61870,1.072,,-2.561,,-1.489,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2600,2700,98750,1.096,,-2.343,,-1.247,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2700,2800,182500,1.131,,-2.043,,-0.912,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2800,2900,615000,1.145,,-2.032,,-0.887,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,2900,3000,650000,1.2,,-1.629,,-0.429,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3000,3100,793750,1.244,,-1.188,,0.056,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3100,3200,785630,1.271,,-0.946,,0.325,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3200,3300,1538750,1.288,,-0.836,,0.452,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3300,3400,1185000,1.303,,-0.646,,0.657,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3400,3500,1130630,1.311,,-0.458,,0.853,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3500,3600,900630,1.269,,-0.282,,0.987,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3600,3700,738130,1.18,,-0.197,,0.983,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3700,3800,443750,1.079,,-0.099,,0.98,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3800,3900,372500,0.981,,-0.068,,0.913,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,3900,4000,264380,0.905,,-0.018,,0.887,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,4000,4100,160000,0.798,,0.025,,0.823,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1974,4100,4181,65000,0.697,,0.027,,0.724,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2229,2300,14380,0.958,,-5.268,,-4.31,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2300,2400,33130,0.989,,-4.847,,-3.858,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2400,2500,23130,1.031,,-3.591,,-2.56,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2500,2600,61250,1.021,,-3.499,,-2.478,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2600,2700,99380,1.034,,-3.242,,-2.208,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2700,2800,182500,1.046,,-2.837,,-1.791,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2800,2900,615620,1.061,,-2.743,,-1.682,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,2900,3000,650630,1.054,,-2.263,,-1.209,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3000,3100,795630,1.074,,-1.704,,-0.63,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3100,3200,789380,1.081,,-1.305,,-0.224,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3200,3300,1537500,1.082,,-1.12,,-0.038,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3300,3400,1188130,1.085,,-0.844,,0.241,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3400,3500,1128750,1.084,,-0.6,,0.484,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3500,3600,903120,1.046,,-0.389,,0.657,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3600,3700,741870,0.97,,-0.276,,0.694,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3700,3800,439380,0.883,,-0.157,,0.726,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3800,3900,370620,0.806,,-0.101,,0.705,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,3900,4000,268130,0.741,,-0.049,,0.692,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,4000,4100,160000,0.655,,0.006,,0.661,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1975,4100,4181,65000,0.563,,0.022,,0.585,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2232,2300,15000,0.311,,-5.718,,-5.407,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2300,2400,41250,0.423,,-5.337,,-4.914,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2400,2500,26880,0.581,,-4.005,,-3.424,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2500,2600,61250,0.64,,-3.868,,-3.228,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2600,2700,101250,0.723,,-3.609,,-2.886,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2700,2800,181250,0.814,,-3.169,,-2.355,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2800,2900,613750,0.886,,-3.073,,-2.187,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,2900,3000,653120,0.956,,-2.539,,-1.583,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3000,3100,798120,1.021,,-2.053,,-1.032,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3100,3200,793120,1.066,,-1.679,,-0.613,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3200,3300,1533750,1.098,,-1.38,,-0.282,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3300,3400,1193130,1.124,,-0.938,,0.186,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3400,3500,1131250,1.148,,-0.598,,0.55,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3500,3600,905000,1.126,,-0.362,,0.764,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3600,3700,741870,1.054,,-0.231,,0.823,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3700,3800,437500,0.962,,-0.108,,0.854,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3800,3900,370620,0.88,,-0.052,,0.828,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,3900,4000,269370,0.809,,-0.008,,0.801,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,4000,4100,159370,0.715,,0.034,,0.749,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1976,4100,4182,65630,0.615,,0.043,,0.658,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1977,2236,2300,15630,1.801,,-3.499,,-1.698,,Bs calculated from reported Bw and Ba.
CH,ALLALIN,394,1977,2300,2400,51250,1.886,,-3.203,,-1.317,,Bs calculated from reported Bw and Ba.
