country,glacier_name,glacier_id,outline_id,year,time_system,begin_date,begin_date_unc,midseason_date,midseason_date_unc,end_date,end_date_unc,winter_balance,winter_balance_unc,summer_balance,summer_balance_unc,annual_balance,annual_balance_unc,ela_position,ela,ela_unc,aar,area,investigators,agencies,references,remarks
CA,PLACE,41,,1979,stratigraphic,1978-09-16,0.0,1979-04-28,0.0,1979-09-20,0.0,1.072,,-3.284,,-2.212,,above,2500,,0,3809000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1980,stratigraphic,1979-09-20,0.0,1980-05-17,0.0,1980-09-20,0.0,1.496,,-2.419,,-0.923,,,2315,,0.15,3788000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1981,stratigraphic,1980-09-20,0.0,1981-05-12,0.0,1981-09-22,0.0,1.55,,-2.64,,-1.093,,on,2310,,0.13,3760000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1982,stratigraphic,1981-09-22,0.0,1982-05-21,0.0,1982-10-02,0.0,2.01,,-2.76,,-0.754,,on,2305,,0.35,3760000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1983,stratigraphic,1982-10-02,0.0,1983-05-02,0.0,1983-10-02,0.0,1.74,,-2.18,,-0.441,,on,2285,,0.37,3710000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1984,stratigraphic,1983-10-02,0.0,1984-05-22,0.0,1984-09-23,0.0,1.72,,-2.06,,-0.337,,on,2140,,0.35,3700000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1985,stratigraphic,1984-09-23,0.0,1985-04-30,0.0,1985-09-26,0.0,1.22,,-3.11,,-1.882,,on,2550,,0.03,3700000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1986,combined,1985-07-02,182.0,,,1986-07-02,182.0,1.664,,-2.977,,-1.312,,on,2500,,,3700000,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CA,PLACE,41,,1987,combined,1986-07-02,182.0,,,1987-07-02,182.0,1.935,,-2.8,,-0.845,,on,2310,,0.31,3670000,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CA,PLACE,41,,1988,combined,1987-07-02,182.0,,,1988-07-01,182.5,1.541,,-2.501,,-0.969,,on,2310,,0.25,3650000,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CA,PLACE,41,,1989,combined,1988-07-01,182.5,,,1989-07-02,182.0,1.469,,-2.48,,-1.04,,on,2250,,0.18,3630000,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CA,PLACE,41,,1990,,,,,,,,,,,,-0.938,,,2290,,0.21,,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1991,stratigraphic,1990-07-02,182.0,,,1991-07-02,182.0,,,,,-0.99,,,2280,,0.23,3450000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1992,stratigraphic,1991-07-02,182.0,,,1992-07-01,182.5,,,,,-0.79,,,2250,,0.25,3450000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1993,stratigraphic,1992-07-01,182.5,,,1993-07-02,182.0,,,,,-2.28,,,2460,,0.02,3450000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1994,stratigraphic,1993-07-02,182.0,,,1994-07-02,182.0,1.601,,-3.611,,-2.01,,on,2445,,0.03,3450000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1995,stratigraphic,1994-07-02,182.0,,,1995-07-02,182.0,1.143,,-3.629,,-2.486,,above,2602,,0,3450000,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1996,stratigraphic,1995-07-02,182.0,,,1996-07-01,182.5,,,,,-0.221,,,2055,,0.54,,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
CA,PLACE,41,,1997,stratigraphic,1996-07-01,182.5,,,1997-07-02,182.0,,,,,-0.888,,,2240,,0.24,,,,"[data from] Dyurgerov, M. (2002) | [based on] IAHS (ICSI)-UNESCO, 1973: Fluctuations of Glaciers (FOG) 1965-1970, Vol. II. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Kasser, P. Paris: 357 pp. [2] | IAHS (ICSI)-UNESCO, 1977: Fluctuations of Glaciers (FOG) 1970-1975, Vol. III. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Müller, F. Paris: 269 pp. [3] | IAHS (ICSI)-UNESCO, 1985: Fluctuations of Glaciers (FOG) 1975-1980, Vol. IV. Zürich: Compiled for the Permanent Service on the Fluctuations of Glaciers of the IUGG-FAGS/ICSU by Haeberli, W. Paris: 265 pp. [4] | IAHS (ICSI)-UNEP-UNESCO, 1988: Fluctuations of Glaciers (FOG) 1980-1985,Vol. V. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Müller, P. Paris: 290 p. [5] | IAHS (ICSI)-UNEP-UNESCO, 1993: Fluctuations of Glaciers (FOG) 1985-1990, Vol. VI. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W. and Hoelzle, M. Paris: 322 p. [6] | IAHS (ICSI)-UNEP-UNESCO, 1998: Fluctuations of Glaciers (FOG) 1990-1995, Vol. VII. Zürich: World Glacier Monitoring Service. Compiled by Haeberli, W., Hoelzle, M., Suter, S. and Frauenfelder, R.: 296 pp. [69] | GMB. 1995 [75] | WGMS, web site, http://www.geo.unizh.ch/wgms/ mass balance data 1998 [86]",
