country,glacier_name,glacier_id,outline_id,id,date,date_unc,highest_elevation,lowest_elevation,mean_elevation,elevation_unc,area,area_unc,length,length_unc,terminus_type,platform,method,investigators,agencies,references,remarks
CH,GAULI,449,,3395,1996-10-11,0.0,,2140,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GAULI,449,,3396,1997-09-28,0.0,,2140,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GAULI,449,,3397,1998-09-20,0.0,,2130,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GAULI,449,,3398,1999-10-15,0.0,,2130,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GAULI,449,,3399,2001-10-09,0.0,,2115,,,,,,,,ground,direct,,,,
CH,GAULI,449,,3400,2002-10-29,0.0,,2110,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GAULI,449,,3401,2003-09-15,0.0,,2110,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GAULI,449,,3402,2004-09-10,0.0,,2110,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GAULI,449,,3403,2005-09-23,0.0,,2110,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GAULI,449,,3404,2010-07-02,182.0,3611,2140,2935,,11400000,,6380,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GAVIROLAS,4778,,9191,2010-07-02,182.0,2872,2518,2625,,399000,,1500,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GELMER-N,5006,,9410,2010-07-02,182.0,3016,2725,2877,,198000,,560,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GELMER-S,5007,,9411,2010-07-02,182.0,2802,2580,2673,,128000,,420,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GELTEN,1679,,7240,1973-07-02,182.0,3060,2440,2700,,1170000,,800,,,,,,,,[flag] mean_elevation: Originally submitted as median elevation
CH,GELTEN,1679,,7241,2010-07-02,182.0,2924,2526,2661,,451000,,840,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GELTEN-E (NO. 113),5220,,9682,2010-07-02,182.0,3007,2491,2721,,817000,,810,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GEMSCHLICKE-W (PART OF B40/16N),5354,,9454,2011-07-02,182.0,3244,3173,,,5000,,100,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GENTIANES,5617,,10033,2010-07-02,182.0,3105,3028,3061,,11000,,100,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GEREN,5377,,9800,2009-07-02,182.0,3012,2483,2790,,659000,,1600,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIAVIOEL VADRET DAL,5827,,10229,2009-07-02,182.0,3003,2899,2940,,20000,,150,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIESEN,5124,,9588,2011-07-02,182.0,3680,2103,3291,,1616000,,2410,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIETRO,367,,10893,1781-08-31,88023.5,,,,,,,,,cliff,,,,,,date_min/date_max: Spans the full range of observational dates present in the database at the time of record creation
CH,GIETRO,367,,1586,1964-07-01,182.5,3827,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GIETRO,367,,1587,1973-07-02,182.0,,,3240,,5940000,,5400,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GIETRO,367,,1588,1975-07-02,182.0,3830,2480,3240,,5940000,,5400,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GIETRO,367,,1589,1976-07-01,182.5,,2480,,5,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GIETRO,367,,1590,1977-07-02,182.0,,2480,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GIETRO,367,,1591,1978-07-02,182.0,,2480,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GIETRO,367,,1592,1979-07-02,182.0,,2480,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GIETRO,367,,1593,1980-07-01,182.5,,2480,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GIETRO,367,,1594,1981-07-02,182.0,,2480,,,,,,,,air,photo,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GIETRO,367,,1595,1982-07-02,182.0,,2480,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GIETRO,367,,1596,1983-07-02,182.0,,2480,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GIETRO,367,,1597,1984-07-01,182.5,,2480,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GIETRO,367,,1598,1985-07-02,182.0,,2480,,,5549000,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GIETRO,367,,1599,1986-07-02,182.0,,2480,,,,,,,,air,photo,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GIETRO,367,,1600,1987-07-02,182.0,,2480,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GIETRO,367,,1601,1988-07-01,182.5,,2480,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GIETRO,367,,1602,1989-07-02,182.0,,2480,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GIETRO,367,,1603,1990-07-02,182.0,,2480,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GIETRO,367,,1604,1991-08-28,0.0,,2480,,,,,,,,air,photo,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GIETRO,367,,1605,1992-09-09,0.0,,2480,,,,,,,,air,photo,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GIETRO,367,,1606,1993-10-20,0.0,,2480,,,,,,,,air,photo,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GIETRO,367,,1607,1994-10-06,0.0,,2500,,,,,,,,air,photo,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GIETRO,367,,1608,1997-09-15,0.0,,2500,,,5549000,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GIETRO,367,,1609,2001-10-05,0.0,,2525,,,,,,,,air,photo,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GIETRO,367,,1610,2002-09-16,0.0,,2527,,,,,,,,air,photo,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GIETRO,367,,1611,2003-08-02,0.0,,2530,,,5549000,,,,,air,photo,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GIETRO,367,,1612,2004-09-01,0.0,,2530,,,,,,,,air,photo,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GIETRO,367,,1613,2005-09-14,0.0,,2597,,,,,,,,air,photo,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GIETRO,367,,1614,2010-07-02,182.0,3810,2638,3229,,5168000,,4450,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIETRO,367,,1616,2013-07-02,182.0,,,,,5322510,,,,,,,Andreas Bauder (89) | Matthias Huss (89),"89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology","Huss, M., Dhulst, L. and Bauder, A. (2015). Journal of Glaciology, 61 (227), 551-562",
CH,GIETRO,367,,1617,2017-07-02,182.0,3817,2751,,,5273130,,,,,,,Andreas Bauder (89),"89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology","Glaciological Reports (1881-2018), http://www.glamos.ch",
CH,GIETRO,367,,1618,2018-07-02,182.0,3817,2751,,,5273130,,,,,,,"(89, 93)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 93. Glacier Monitoring in Switzerland",,
CH,GIETRO,367,,1619,2019-07-02,182.0,3817,2753,,,5280000,,,,,,,"(89, 93)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 93. Glacier Monitoring in Switzerland",,
CH,GIGLI,4978,,9384,2010-07-02,182.0,2774,2457,2644,,155000,,650,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIGLISTOCK,4976,,9382,2010-07-02,182.0,2857,2724,2796,,78000,,360,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GITZIAELPETLI ('73 COMBINED),4850,,9262,2010-07-02,182.0,2731,2573,2606,,5000,,150,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GITZIALPETLI-W ('73 ONLY AREA),4870,,9282,2010-07-02,182.0,2698,2668,,,9000,,180,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GIUMELLO GHIACCIAIO DI,5756,,10159,2009-07-02,182.0,3080,2945,3022,,167000,,630,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIUV GLATSCHER DA.,4740,,9156,2010-07-02,182.0,2986,2668,2912,,71000,,340,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIUV-II,4743,,9159,2010-07-02,182.0,2954,2702,2873,,28000,,200,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GIUV-III,4744,,9160,2010-07-02,182.0,2682,2633,2653,,8000,,130,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLAERNISCH,418,,2498,1971-07-02,182.0,2914,,,,,,,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),
CH,GLAERNISCH,418,,2499,1973-07-02,182.0,,,2600,,2090000,,2300,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GLAERNISCH,418,,2500,1975-07-02,182.0,2910,2300,2600,,2090000,,2300,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GLAERNISCH,418,,2501,1976-07-01,182.5,,2295,,1,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GLAERNISCH,418,,2502,1977-07-02,182.0,,2295,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GLAERNISCH,418,,2503,1978-07-02,182.0,,2295,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GLAERNISCH,418,,2504,1979-07-02,182.0,,2296,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GLAERNISCH,418,,2505,1980-07-01,182.5,,2293,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GLAERNISCH,418,,2506,1981-07-02,182.0,,2293,,,,,,,,ground,direct,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GLAERNISCH,418,,2507,1983-07-02,182.0,,2293,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GLAERNISCH,418,,2508,1985-07-02,182.0,,2294,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GLAERNISCH,418,,2509,1986-07-02,182.0,,2294,,,,,,,,ground,direct,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GLAERNISCH,418,,2450,1987-07-02,182.0,,2294,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GLAERNISCH,418,,2511,1988-07-01,182.5,,2294,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GLAERNISCH,418,,2512,1989-07-02,182.0,,2295,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GLAERNISCH,418,,2513,1990-07-02,182.0,,2295,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GLAERNISCH,418,,2514,1991-08-27,0.0,,2292,,,,,,,,ground,direct,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GLAERNISCH,418,,2515,1994-10-01,0.0,,2344,,,,,,,,ground,direct,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GLAERNISCH,418,,2516,1997-08-23,0.0,,2292,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GLAERNISCH,418,,2517,1998-09-26,0.0,,2298,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GLAERNISCH,418,,2518,1999-10-09,0.0,,2296,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GLAERNISCH,418,,2519,2000-09-29,0.0,,2298,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GLAERNISCH,418,,2520,2001-08-25,0.0,,2298,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GLAERNISCH,418,,2521,2002-07-27,0.0,,2318,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GLAERNISCH,418,,2522,2003-08-02,0.0,,2326,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GLAERNISCH,418,,2523,2004-09-22,0.0,,2330,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GLAERNISCH,418,,2524,2005-09-24,0.0,,2330,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GLAERNISCH,418,,2525,2010-07-02,182.0,2903,2355,2532,,1418000,,2320,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLARNER TOEDI-E,4796,,9209,2010-07-02,182.0,3569,3038,3354,,181000,,780,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLARNER TOEDI-N,4797,,9210,2010-07-02,182.0,3570,3112,3444,,415000,,720,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLASER,4786,,9199,2008-07-01,182.5,3036,2427,2618,,157000,,280,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLATT FIRN-S,4938,,9347,2010-07-02,182.0,2994,2292,2781,,2706000,,2760,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLATT-N,4949,,9358,2010-07-02,182.0,3110,2144,2586,,1202000,,1870,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLETSCHTAELI,5847,,10249,2009-07-02,182.0,2953,2769,2883,,56000,,380,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLIEMS GLATSCHER DA,4764,,9180,2010-07-02,182.0,3200,2651,2990,,485000,,790,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GLOGGENTUERMLI,4871,,9283,2010-07-02,182.0,2642,2572,,,15000,,120,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GOLDENHORN-SW,5126,,9590,2011-07-02,182.0,3319,3263,,,11000,,90,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GOLEGG,5060,,9524,2010-07-02,182.0,3002,2743,,,226000,,610,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GOLEGGHORN-W,5078,,9542,2010-07-02,182.0,2869,2794,,,8000,,120,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GORNER,391,,1811,1963-07-02,182.0,4609,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GORNER,391,,1812,1965-10-27,0.0,,2056,,,,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II),
CH,GORNER,391,,1813,1973-10-18,0.0,,2057,3220,,68860001,,14100,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GORNER,391,,1814,1975-10-30,0.0,4610,2060,3220,,68860001,,14100,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III),[flag] mean_elevation: Originally submitted as median elevation
CH,GORNER,391,,1815,1976-10-06,0.0,,2062,,1,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GORNER,391,,1816,1977-09-09,0.0,,2062,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GORNER,391,,1817,1978-11-09,0.0,,2063,,,,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV),
CH,GORNER,391,,1818,1983-07-02,182.0,,2068,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GORNER,391,,1819,1985-07-02,182.0,,2078,,,,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V),
CH,GORNER,391,,1820,1987-07-02,182.0,,2083,,,,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI),
CH,GORNER,391,,1821,1992-09-24,0.0,,2107,,,,,,,,ground,direct,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GORNER,391,,1822,1994-10-06,0.0,,2140,,,,,,,,ground,direct,,,WGMS (1998): FoG 1990-1995 (Vol. VII),
CH,GORNER,391,,1823,1996-11-05,0.0,,2140,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GORNER,391,,1824,1997-09-23,0.0,,2145,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GORNER,391,,1825,1998-10-20,0.0,,2145,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GORNER,391,,1826,1999-10-20,0.0,,2145,,,,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII),
CH,GORNER,391,,1827,2001-09-26,0.0,,2150,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GORNER,391,,1828,2002-10-16,0.0,,2150,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GORNER,391,,1829,2003-10-02,0.0,,2160,,,38247002,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GORNER,391,,1830,2004-10-02,0.0,,2160,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GORNER,391,,1831,2005-11-07,0.0,,2240,,,,,,,,ground,direct,"Andreas Bauder (89, 121)","89. ETH Zurich > Laboratory of Hydraulics, Hydrology and Glaciology | 121. Swiss Academy of Sciences",WGMS (2008): FoG 2000-2005 (Vol. IX),
CH,GORNER,391,,1832,2009-07-02,182.0,4576,2173,3351,,40236000,,13430,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GRAND CARRE (PART OF B84/15),5659,,10075,2010-07-02,182.0,2913,2791,,,12000,,120,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,GRAND CORNIER-E-I,5550,,9966,2010-07-02,182.0,3830,3508,3692,,54000,,250,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
CH,GRAND CORNIER-E-II,5547,,9963,2010-07-02,182.0,3182,2823,3009,,144000,,540,,,air,other,Mauro Fischer (135),135. University of Fribourg > Department of Geosciences,"Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR. | [flag] mean_elevation: Originally submitted as median elevation
